AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,HOURSPERWEEK,NATIVE,SALARYVALUE,ZODIAK
30,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,104.70,Leo
44,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,15.70,Virgo
49,Private,HS-grad,9,Sales,0,0,40,United-States,136.72,Sagittarius
75,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,40,United-States,30.95,Leo
37,Private,Bachelors,13,Sales,0,0,40,United-States,170.47,Sagittarius
51,State-gov,HS-grad,9,Craft-repair,0,0,40,United-States,25.22,Capricorn
35,Private,HS-grad,9,Craft-repair,0,0,40,United-States,39.54,Sagittarius
28,Private,Some-college,10,Sales,0,0,40,United-States,33.80,Sagittarius
66,Self-emp-not-inc,HS-grad,9,Farming-fishing,1409,0,40,United-States,321.58,Gemini
72,Private,9th,5,Exec-managerial,203838,0,40,United-States,149.51,Scorpio
39,Private,Bachelors,13,Sales,0,0,40,United-States,37.83,Capricorn
27,Private,HS-grad,9,Farming-fishing,298523,0,40,United-States,35.20,Scorpio
57,Private,Some-college,10,Adm-clerical,0,0,40,Jamaica,25.46,Libra
24,Private,7th-8th,4,Craft-repair,2635,0,40,United-States,490.88,Taurus
28,Private,HS-grad,9,Craft-repair,0,0,40,United-States,37.17,Leo
23,Private,Some-college,10,Other-service,0,0,40,United-States,43.08,Gemini
31,Private,Bachelors,13,Exec-managerial,0,1408,40,United-States,19.91,Leo
23,Private,Some-college,10,Other-service,0,0,40,United-States,41.70,Capricorn
31,Private,Some-college,10,Other-service,0,0,40,United-States,14.17,Sagittarius
27,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,30.33,Sagittarius
30,Private,Bachelors,13,Prof-specialty,0,1740,40,United-States,38.82,Leo
31,Private,Prof-school,15,Prof-specialty,0,0,40,?,48.97,Libra
34,Private,Masters,14,Prof-specialty,4865,0,40,United-States,405.62,Libra
57,Federal-gov,HS-grad,9,Adm-clerical,0,2258,40,United-States,43.76,Gemini
39,Private,Masters,14,Exec-managerial,0,0,40,Cuba,178.89,Gemini
23,Private,11th,7,Craft-repair,240886,0,40,United-States,37.18,Scorpio
24,Local-gov,Assoc-acdm,12,Other-service,0,0,40,United-States,31.90,Pisces 
36,Private,Doctorate,16,Prof-specialty,0,11667,40,England,25.80,Virgo
32,Private,Some-college,10,Other-service,0,0,40,Nicaragua,30.03,Aquarius
35,Private,Assoc-acdm,12,Other-service,0,0,40,United-States,19.81,Libra
36,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,21.60,Capricorn
23,?,Bachelors,13,?,0,13634,40,United-States,13.71,Virgo
47,Private,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,139.95,Gemini
35,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,43.23,Aquarius
44,Federal-gov,Some-college,10,Tech-support,0,0,40,United-States,37.88,Libra
32,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,36.10,Capricorn
32,Private,Assoc-acdm,12,Exec-managerial,0,1485,40,United-States,979.89,Cancer
63,Self-emp-not-inc,Some-college,10,Prof-specialty,20051,0,40,United-States,394.21,Aquarius
34,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,14.20,Taurus
47,Private,HS-grad,9,Craft-repair,0,0,40,United-States,11.03,Taurus
27,Private,11th,7,Sales,0,0,40,United-States,21.03,Pisces 
23,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,14.92,Gemini
19,?,Some-college,10,?,233916,0,40,United-States,42.55,Scorpio
50,Private,10th,6,Craft-repair,0,0,40,United-States,32.82,Virgo
49,State-gov,Some-college,10,Prof-specialty,0,0,40,United-States,38.13,Virgo
36,Private,Some-college,10,Exec-managerial,0,0,40,United-States,191.14,Libra
23,Private,Bachelors,13,Exec-managerial,0,12395,40,United-States,10.24,Virgo
61,Private,7th-8th,4,Other-service,0,0,40,United-States,17.89,Sagittarius
41,Private,Some-college,10,Farming-fishing,0,0,40,United-States,41.41,Virgo
27,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,10712,40,United-States,140.16,Virgo
53,Private,Bachelors,13,Exec-managerial,0,12528,40,United-States,43.20,Virgo
17,Self-emp-not-inc,10th,6,Adm-clerical,0,0,40,United-States,14.30,Capricorn
23,?,HS-grad,9,?,225493,0,40,United-States,27.35,Scorpio
53,Private,Some-college,10,Craft-repair,214823,0,40,United-States,14.74,Scorpio
28,Private,HS-grad,9,Craft-repair,0,1848,40,United-States,591.50,Leo
24,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,13.12,Gemini
22,Private,Some-college,10,Adm-clerical,0,0,40,United-States,19.92,Taurus
53,Private,Bachelors,13,Sales,0,12320,40,United-States,114.43,Virgo
18,Private,11th,7,Other-service,0,0,40,United-States,36.78,Gemini
24,Private,Some-college,10,Sales,0,0,40,Mexico,14.37,Aquarius
20,Private,HS-grad,9,Sales,0,0,40,United-States,19.50,Leo
30,Local-gov,7th-8th,4,Transport-moving,0,0,40,United-States,45.41,Aquarius
37,State-gov,Assoc-voc,11,Prof-specialty,8614,0,40,United-States,366.76,Cancer
34,Private,HS-grad,9,Transport-moving,0,0,40,United-States,31.09,Libra
19,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,35.24,Aquarius
20,Private,12th,8,Adm-clerical,0,0,40,Mexico,40.04,Leo
47,Private,HS-grad,9,Other-service,0,0,40,United-States,24.96,Pisces 
20,?,Some-college,10,?,0,0,40,United-States,17.64,Cancer
22,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,13.77,Capricorn
42,Local-gov,Masters,14,Exec-managerial,0,1977,40,United-States,870.87,Sagittarius
60,Private,Some-college,10,Adm-clerical,0,0,40,United-States,42.79,Taurus
32,Private,HS-grad,9,Priv-house-serv,0,0,40,Mexico,32.42,Capricorn
46,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,173.94,Virgo
66,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,23.02,Leo
37,Private,Bachelors,13,Other-service,0,12728,40,United-States,113.00,Virgo
34,Private,Some-college,10,Exec-managerial,0,0,40,United-States,41.74,Leo
45,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,31.86,Pisces 
35,Private,11th,7,Farming-fishing,0,0,40,United-States,28.67,Taurus
63,?,HS-grad,9,?,0,0,40,United-States,36.69,Aquarius
51,Local-gov,Some-college,10,Exec-managerial,0,0,40,United-States,141.20,Virgo
36,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,105.22,Sagittarius
25,Federal-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,28.39,Leo
51,Private,HS-grad,9,Other-service,0,0,40,United-States,44.29,Cancer
25,Self-emp-not-inc,Some-college,10,Machine-op-inspct,0,0,40,United-States,42.07,Libra
19,Private,HS-grad,9,Farming-fishing,0,0,40,United-States,43.71,Virgo
47,Private,Some-college,10,Exec-managerial,0,0,40,United-States,26.02,Cancer
59,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,15.21,Aquarius
34,Private,Bachelors,13,Exec-managerial,0,13195,40,United-States,34.47,Virgo
40,Private,Some-college,10,Exec-managerial,0,0,40,United-States,46.53,Gemini
42,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,44.98,Libra
28,?,HS-grad,9,?,0,0,40,Honduras,22.03,Pisces 
37,Private,Masters,14,Exec-managerial,0,0,40,United-States,95.13,Sagittarius
51,Self-emp-inc,Assoc-acdm,12,Sales,0,12235,40,United-States,169.48,Virgo
25,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,21.63,Aquarius
31,Federal-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,101.38,Cancer
37,Private,HS-grad,9,Other-service,0,0,40,United-States,14.59,Cancer
42,Private,Assoc-acdm,12,Sales,229215,0,40,United-States,157.28,Scorpio
29,?,Bachelors,13,?,0,0,40,United-States,33.09,Taurus
35,Private,Some-college,10,Sales,0,0,40,United-States,44.61,Aquarius
51,Private,Bachelors,13,Sales,0,0,40,United-States,142.77,Capricorn
22,?,Some-college,10,?,0,0,40,United-States,45.44,Taurus
49,Private,Some-college,10,Craft-repair,0,1485,40,United-States,52.00,Capricorn
26,Private,Bachelors,13,Prof-specialty,0,0,40,Japan,35.85,Gemini
56,Local-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,38.78,Libra
52,Private,Some-college,10,Prof-specialty,288775,0,40,United-States,144.69,Scorpio
61,Self-emp-not-inc,Masters,14,Craft-repair,0,11725,40,?,32.29,Virgo
47,State-gov,Bachelors,13,Exec-managerial,221954,0,40,United-States,146.09,Scorpio
52,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,16.37,Pisces 
30,Private,HS-grad,9,Craft-repair,0,0,40,United-States,44.84,Virgo
43,Self-emp-inc,Some-college,10,Sales,99999,0,40,United-States,484.02,Aquarius
35,Private,Some-college,10,Transport-moving,0,0,40,?,40.48,Aquarius
17,?,12th,8,?,0,0,40,United-States,42.87,Libra
42,Private,HS-grad,9,Craft-repair,0,1887,40,United-States,64.40,Virgo
26,Private,Some-college,10,Craft-repair,0,0,40,Dominican-Republic,44.26,Virgo
58,Local-gov,HS-grad,9,Farming-fishing,263556,0,40,United-States,24.79,Scorpio
66,Private,Some-college,10,Sales,5556,0,40,United-States,401.45,Gemini
30,Private,HS-grad,9,Protective-serv,0,0,40,United-States,141.25,Cancer
46,Private,Some-college,10,Adm-clerical,281213,0,40,United-States,41.32,Scorpio
45,Private,Some-college,10,Adm-clerical,0,1902,40,United-States,774.83,Libra
57,Private,HS-grad,9,Sales,0,0,40,United-States,35.51,Pisces 
25,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,13.77,Libra
21,State-gov,Some-college,10,Tech-support,0,0,40,United-States,38.53,Virgo
37,Private,HS-grad,9,Craft-repair,0,1669,40,United-States,14.29,Gemini
45,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,42.11,Sagittarius
61,?,Doctorate,16,?,0,0,40,United-States,47.09,Cancer
39,Private,HS-grad,9,Craft-repair,0,0,40,United-States,48.42,Sagittarius
42,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,19.65,Pisces 
20,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,27.03,Capricorn
23,Private,HS-grad,9,Protective-serv,0,0,40,United-States,36.89,Taurus
25,Private,Bachelors,13,Tech-support,0,0,40,United-States,28.33,Libra
47,Private,5th-6th,3,Priv-house-serv,0,0,40,El-Salvador,22.31,Pisces 
24,Private,HS-grad,9,Sales,0,0,40,United-States,20.00,Cancer
20,?,Some-college,10,?,297468,0,40,United-States,26.52,Scorpio
35,Private,HS-grad,9,Craft-repair,0,0,40,United-States,15.96,Virgo
44,Local-gov,HS-grad,9,Other-service,0,0,40,Jamaica,118.91,Capricorn
47,State-gov,Some-college,10,Prof-specialty,0,0,40,United-States,20.22,Taurus
28,State-gov,11th,7,Adm-clerical,0,0,40,India,49.19,Capricorn
41,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,12.24,Leo
31,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,30.11,Leo
27,Private,Masters,14,Exec-managerial,0,0,40,United-States,16.24,Pisces 
47,Private,Assoc-voc,11,Craft-repair,220474,0,40,United-States,301.92,Scorpio
44,Private,HS-grad,9,Sales,0,0,40,United-States,36.82,Taurus
61,Private,Some-college,10,Priv-house-serv,0,0,40,United-States,47.53,Leo
42,Federal-gov,Some-college,10,Adm-clerical,0,0,40,Puerto-Rico,43.85,Leo
46,Private,HS-grad,9,Other-service,0,0,40,United-States,10.38,Libra
46,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,174.69,Aquarius
54,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,34.70,Taurus
49,Private,HS-grad,9,Tech-support,0,0,40,United-States,10.18,Capricorn
56,Local-gov,Some-college,10,Adm-clerical,0,0,40,United-States,10.89,Leo
52,Private,Masters,14,Prof-specialty,0,0,40,United-States,21.99,Gemini
34,Private,HS-grad,9,Transport-moving,0,0,40,Puerto-Rico,16.02,Libra
25,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,35.97,Gemini
18,Private,11th,7,Prof-specialty,0,0,40,United-States,35.60,Gemini
58,Private,HS-grad,9,Machine-op-inspct,295199,0,40,United-States,48.63,Scorpio
31,State-gov,Bachelors,13,Prof-specialty,0,11040,40,United-States,40.04,Virgo
29,Private,Some-college,10,Craft-repair,0,0,40,United-States,34.69,Gemini
28,Private,11th,7,Machine-op-inspct,0,0,40,United-States,15.98,Taurus
30,Private,Some-college,10,Adm-clerical,0,0,40,United-States,20.64,Libra
21,?,Some-college,10,?,0,0,40,United-States,28.13,Taurus
44,Private,Masters,14,Prof-specialty,0,1887,40,United-States,65.18,Capricorn
75,Private,10th,6,Priv-house-serv,0,0,40,United-States,25.93,Capricorn
66,?,11th,7,?,0,0,40,United-States,35.79,Capricorn
26,Private,Some-college,10,Craft-repair,0,0,40,United-States,18.46,Virgo
33,Self-emp-inc,Bachelors,13,Sales,0,0,40,United-States,49.20,Aquarius
57,Self-emp-inc,Masters,14,Sales,15024,0,40,United-States,432.81,Taurus
47,Self-emp-not-inc,5th-6th,3,Sales,0,0,40,Italy,134.88,Libra
41,Private,HS-grad,9,Exec-managerial,7298,0,40,United-States,323.20,Aquarius
21,Private,Some-college,10,Other-service,0,0,40,United-States,42.36,Virgo
17,Private,11th,7,Craft-repair,0,0,40,United-States,16.59,Taurus
61,?,Bachelors,13,?,0,0,40,United-States,29.92,Leo
47,?,HS-grad,9,?,0,0,40,United-States,134.80,Taurus
22,Private,Some-college,10,Other-service,0,0,40,United-States,22.23,Pisces 
47,Private,HS-grad,9,Sales,0,0,40,United-States,47.62,Capricorn
45,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,151.48,Sagittarius
32,Self-emp-not-inc,Assoc-voc,11,Sales,0,0,40,United-States,43.30,Libra
59,Private,10th,6,Priv-house-serv,0,0,40,United-States,26.53,Gemini
38,Private,HS-grad,9,Craft-repair,273512,0,40,United-States,26.87,Scorpio
33,Private,HS-grad,9,Protective-serv,0,0,40,United-States,23.70,Sagittarius
41,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,38.40,Virgo
51,Private,9th,5,Transport-moving,251200,0,40,United-States,15.31,Scorpio
42,Private,HS-grad,9,Sales,0,0,40,United-States,20.78,Taurus
27,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,141.31,Leo
60,Private,Some-college,10,Craft-repair,236678,0,40,United-States,38.30,Scorpio
64,Local-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,18.33,Sagittarius
37,Private,Assoc-acdm,12,Machine-op-inspct,0,0,40,United-States,186.25,Cancer
54,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,40,United-States,126.98,Sagittarius
36,Private,Assoc-acdm,12,Exec-managerial,0,0,40,United-States,117.71,Taurus
34,Private,Bachelors,13,Prof-specialty,0,0,40,?,112.18,Cancer
41,Self-emp-not-inc,Masters,14,Sales,0,0,40,United-States,110.15,Leo
35,Self-emp-not-inc,7th-8th,4,Farming-fishing,224955,0,40,United-States,18.49,Scorpio
63,Self-emp-inc,Masters,14,Sales,0,13036,40,United-States,122.30,Virgo
46,Private,HS-grad,9,Craft-repair,0,0,40,United-States,34.03,Cancer
47,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,40,United-States,12.63,Taurus
24,Private,Bachelors,13,Machine-op-inspct,0,10782,40,United-States,39.05,Virgo
29,Private,Some-college,10,Sales,0,0,40,United-States,25.52,Virgo
74,Federal-gov,Some-college,10,Transport-moving,0,0,40,United-States,16.19,Taurus
50,Private,11th,7,Transport-moving,0,0,40,United-States,103.64,Cancer
22,Private,Some-college,10,Adm-clerical,0,0,40,United-States,48.49,Taurus
48,Private,12th,8,Adm-clerical,0,0,40,United-States,15.82,Capricorn
30,Private,9th,5,Handlers-cleaners,0,0,40,Mexico,12.23,Gemini
32,Private,Bachelors,13,Sales,0,0,40,United-States,24.72,Leo
39,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,18.98,Pisces 
49,Private,Some-college,10,Craft-repair,0,0,40,United-States,183.73,Taurus
25,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,23.15,Pisces 
50,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,191.24,Taurus
44,Private,HS-grad,9,Transport-moving,0,0,40,United-States,21.97,Taurus
65,Private,Assoc-voc,11,Farming-fishing,6767,0,40,United-States,496.01,Libra
28,Federal-gov,Assoc-acdm,12,Adm-clerical,0,0,40,United-States,14.52,Capricorn
55,Private,Bachelors,13,Adm-clerical,215200,0,40,United-States,35.52,Scorpio
49,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,38.77,Taurus
31,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,26.10,Aquarius
47,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,121.99,Cancer
45,Private,HS-grad,9,Transport-moving,0,0,40,United-States,197.39,Aquarius
35,Private,HS-grad,9,Other-service,0,0,40,United-States,21.71,Capricorn
34,Self-emp-not-inc,Bachelors,13,Sales,0,12902,40,South,40.88,Virgo
49,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,11.60,Gemini
39,?,Some-college,10,?,0,0,40,United-States,41.51,Aquarius
27,Private,HS-grad,9,Other-service,0,0,40,United-States,14.71,Cancer
42,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,16.04,Sagittarius
60,?,5th-6th,3,?,0,0,40,United-States,132.52,Virgo
64,Self-emp-not-inc,HS-grad,9,Other-service,1055,0,40,United-States,464.74,Taurus
33,Private,Some-college,10,Sales,0,0,40,United-States,106.92,Taurus
23,Private,Some-college,10,Adm-clerical,0,0,40,United-States,17.64,Aquarius
45,Private,Masters,14,Exec-managerial,0,0,40,United-States,188.45,Leo
34,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,16.94,Gemini
53,Private,HS-grad,9,Sales,0,0,40,Mexico,36.80,Capricorn
22,Private,10th,6,Craft-repair,0,0,40,United-States,24.10,Capricorn
57,State-gov,HS-grad,9,Other-service,0,0,40,United-States,29.47,Gemini
20,?,Some-college,10,?,0,0,40,United-States,45.74,Sagittarius
23,Private,7th-8th,4,Craft-repair,0,0,40,United-States,45.66,Libra
31,Private,11th,7,Transport-moving,0,0,40,United-States,30.63,Libra
23,State-gov,Bachelors,13,Tech-support,0,0,40,United-States,29.08,Taurus
30,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,23.18,Leo
32,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,158.53,Pisces 
42,Private,Assoc-acdm,12,Adm-clerical,0,0,40,United-States,100.66,Libra
51,Private,7th-8th,4,Transport-moving,0,0,40,Cuba,35.90,Capricorn
59,Self-emp-not-inc,Bachelors,13,Sales,15024,0,40,United-States,303.16,Capricorn
36,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,18.41,Taurus
45,Private,HS-grad,9,Sales,0,0,40,United-States,22.66,Cancer
35,Private,Assoc-voc,11,Sales,0,0,40,Germany,181.17,Taurus
33,Private,7th-8th,4,Machine-op-inspct,0,0,40,United-States,43.50,Capricorn
43,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,33.25,Capricorn
60,Private,HS-grad,9,Tech-support,0,0,40,United-States,171.63,Libra
37,State-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,56.20,Leo
35,Private,Some-college,10,Tech-support,0,0,40,United-States,44.68,Aquarius
36,Private,Some-college,10,Adm-clerical,286060,0,40,United-States,12.09,Scorpio
38,Federal-gov,Prof-school,15,Prof-specialty,0,1977,40,United-States,491.90,Aquarius
54,Private,7th-8th,4,Craft-repair,0,0,40,United-States,30.82,Aquarius
51,Private,Assoc-voc,11,Handlers-cleaners,0,0,40,United-States,137.73,Libra
45,Private,Assoc-acdm,12,Craft-repair,0,0,40,United-States,162.72,Gemini
63,Federal-gov,Some-college,10,Exec-managerial,0,0,40,United-States,25.19,Gemini
51,Private,Some-college,10,Craft-repair,0,0,40,United-States,137.83,Libra
58,Self-emp-not-inc,Masters,14,Sales,0,0,40,United-States,17.99,Libra
64,Local-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,27.67,Sagittarius
20,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,40.43,Libra
44,Federal-gov,Bachelors,13,Adm-clerical,0,0,40,Philippines,158.70,Pisces 
39,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,22.49,Pisces 
45,State-gov,Some-college,10,Adm-clerical,0,0,40,United-States,36.96,Pisces 
44,Private,Doctorate,16,Adm-clerical,0,0,40,United-States,134.37,Gemini
22,Federal-gov,Some-college,10,Exec-managerial,0,0,40,United-States,41.44,Libra
63,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,40,United-States,129.80,Virgo
26,Private,Assoc-voc,11,Other-service,0,0,40,United-States,12.80,Leo
42,Self-emp-not-inc,Bachelors,13,Farming-fishing,0,0,40,United-States,18.99,Pisces 
20,Private,HS-grad,9,Other-service,0,0,40,United-States,24.47,Aquarius
29,Private,Masters,14,Sales,7298,0,40,United-States,438.33,Capricorn
38,Local-gov,Bachelors,13,Exec-managerial,0,1741,40,Vietnam,20.08,Sagittarius
25,Private,HS-grad,9,Transport-moving,0,0,40,United-States,41.37,Capricorn
27,Private,Bachelors,13,Craft-repair,0,0,40,United-States,22.87,Aquarius
46,Private,Assoc-voc,11,Adm-clerical,0,0,40,United-States,28.14,Cancer
31,Private,Some-college,10,Craft-repair,0,0,40,United-States,11.51,Cancer
24,Private,Assoc-voc,11,Exec-managerial,0,0,40,United-States,43.70,Pisces 
43,Private,Some-college,10,Sales,0,0,40,United-States,124.76,Aquarius
23,Private,12th,8,Machine-op-inspct,0,0,40,Mexico,46.36,Virgo
32,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,29.13,Capricorn
44,Private,HS-grad,9,Craft-repair,0,0,40,Poland,41.44,Virgo
40,Self-emp-not-inc,Bachelors,13,Sales,0,0,40,United-States,10.02,Cancer
38,Private,HS-grad,9,Craft-repair,0,0,40,United-States,40.60,Leo
23,Private,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,49.50,Cancer
19,Private,Some-college,10,Sales,288473,1602,40,United-States,43.86,Scorpio
41,Private,Some-college,10,Sales,231723,0,40,United-States,24.03,Scorpio
